Object ID,Street Name,Street Type,CNN ID,Street Name 2,Street Type 2,Street Name 3,Street Type 3,Street Name 4,Street Type 4,Annual Pedestrian Volume,Last Edited Date,Geom
4070,SOUTHARD,PL,25555000,GREENWICH,ST, , , , ,140659,,"(37.8011117756, -122.419084832)"
4071,SHERIDAN,AVE,51302000,RILEY,AVE,INFANTRY,TER, , ,233480,,"(37.8005128994, -122.460840539)"
4072,MONTGOMERY,ST,24838000,ALTA,ST, , , , ,1232,,"(37.8015092799, -122.40453161)"
4073,EDIE,RD,51478000,STERNBERG,RD, , , , ,314787,,"(37.800830922, -122.449610167)"
4074,FILBERT,ST,30715000,BOB KAUFMAN,ALY, , , , ,416144,,"(37.8016164087, -122.407474591)"
4075,KIRKHAM,ST,27709000,30TH,AVE, , , , ,344900,,"(37.7593172069, -122.488661253)"
4076,28TH,AVE,27429000,KIRKHAM,ST, , , , ,384349,,"(37.759411471, -122.486524863)"
4077,KIRKHAM,ST,27425000,26TH,AVE, , , , ,360354,,"(37.7595061399, -122.484378394)"
4078,HANCOCK,ST,25711000,CHURCH,ST, , , , ,134959,,"(37.7604959497, -122.428291447)"
4079,KIRKHAM,ST,27367000,20TH,AVE, , , , ,355247,,"(37.7597894319, -122.477949903)"
4080,KIRKHAM,ST,27354000,17TH,AVE, , , , ,202946,,"(37.7599323159, -122.47473754)"
4081,19TH,ST,23670000,CONNECTICUT,ST, , , , ,201390,,"(37.7612471627, -122.397384968)"
4082,19TH,ST,23668000,MISSOURI,ST, , , , ,239288,,"(37.7613053364, -122.396418346)"
4083,12TH,AVE,27159000,KIRKHAM,ST, , , , ,201986,,"(37.7601755252, -122.469276378)"
4084,19TH,ST,23649000,PENNSYLVANIA,AVE, , , , ,138572,,"(37.7614811064, -122.393501598)"
4085,19TH,ST,23647000,INDIANA,ST, , , , ,372485,,"(37.761598997, -122.391550825)"
4086,TENNESSEE,ST,23568000,19TH,ST, , , , ,217327,,"(37.7617155947, -122.38962094)"
4087,46TH,AVE,27974000,CABRILLO,ST, , , , ,249814,,"(37.7734119489, -122.506834487)"
4088,FELL,ST,26038000,STEINER,ST, , , , ,1072012,,"(37.7746976036, -122.432661839)"
4089,05TH,ST,23823000,TOWNSEND,ST, , , , ,2029315,,"(37.7753371903, -122.397219521)"
4090,CABRILLO,ST,27867000,39TH,AVE, , , , ,246729,,"(37.7737558272, -122.499332096)"
4091,ROOSEVELT,WAY,26207000,LOMA VISTA,TER, , , , ,297557,,"(37.764562487, -122.443228492)"
4092,04TH,AVE,27080000,IRVING,ST, , , , ,390913,,"(37.7642768396, -122.460970925)"
4093,16TH,ST,24183000,VALENCIA,ST, , , , ,8493793,,"(37.7649223217, -122.42189966)"
4094,16TH,ST,24184000,CALEDONIA,ST, , , , ,2364725,,"(37.764952831, -122.421394689)"
4095,03RD,AVE,27079000,IRVING,ST, , , , ,265718,,"(37.7643237725, -122.459900775)"
4096,RONDEL,PL,24177000,16TH,ST, , , , ,2345016,,"(37.7649614024, -122.421252809)"
4097,ASHBURY,TER,26209000,UPPER,TER, , , , ,238970,,"(37.7646026718, -122.444050158)"
4098,IRVING,ST,27068000,02ND,AVE, , , , ,730199,,"(37.7643708003, -122.458828288)"
4099,HOFF,ST,24175000,16TH,ST, , , , ,2044775,,"(37.7650012127, -122.420593823)"
4100,WIESE,ST,24180000,16TH,ST, , , , ,2030841,,"(37.7650071399, -122.420495706)"
4112,SUNSET,BLVD,32868000,37TH,AVE, , , , ,340025,,"(37.763986897, -122.496517063)"
4113,TREAT,AVE,24055000,16TH,ST,HARRISON,ST, , ,956590,,"(37.765452552, -122.413118456)"
4114,PARNASSUS,AVE,26281000,COLE,ST, , , , ,2153288,,"(37.7648713944, -122.449782932)"
4115,ALABAMA,ST,24056000,16TH,ST, , , , ,268365,,"(37.7654947533, -122.412429639)"
4116,LEVANT,ST,26167000,STATES,ST, , , , ,154476,,"(37.7650076599, -122.442330521)"
4117,ANZA,ST,27906000,41ST,AVE, , , , ,223734,,"(37.7773899001, -122.501746124)"
4118,04TH,ST,23833000,WELSH,ST, , , , ,2314650,,"(37.7791371697, -122.397552119)"
4119,40TH,AVE,27905000,ANZA,ST, , , , ,221722,,"(37.7774402307, -122.500673143)"
4120,EDWARD,ST,27208000,WILLARD NORT,ST, , , , ,725000,,"(37.7781792325, -122.457060025)"
4121,BERRY,ST,23590000,02ND,ST, , , , ,531395,,"(37.7792994895, -122.388882674)"
4122,FULTON,ST,25940000,GOUGH,ST, , , , ,7569151,,"(37.7787523158, -122.42336724)"
4123,FILLMORE,ST,25968000,MCALLISTER,ST, , , , ,5590422,,"(37.7786369815, -122.431776437)"
4124,TOWNSEND,ST,23804000,CLARENCE,PL, , , , ,2288789,,"(37.7792824002, -122.392223868)"
4125,ANZA,ST,27888000,38TH,AVE, , , , ,245701,,"(37.7775358504, -122.498534519)"
4126,GOLDEN GATE,AVE,26073000,BRODERICK,ST, , , , ,294788,,"(37.7785164069, -122.440226553)"
4127,TURK,BLVD,26460000,TAMALPAIS,TER, , , , ,1393742,,"(37.7783943709, -122.448892427)"
4128,BRANNAN,ST,23828000,ZOE,ST, , , , ,1837397,,"(37.7793013369, -122.395317084)"
4129,36TH,AVE,27884000,ANZA,ST, , , , ,227579,,"(37.7776331866, -122.496392646)"
4130,FRIENDSHIP,CT,54043000,MCALLISTER,ST, , , , ,336011,,"(37.7787468907, -122.430914851)"
4131,35TH,AVE,27852000,ANZA,ST, , , , ,250855,,"(37.7776816777, -122.495323665)"
4132,ANNAPOLIS,TER,26395000,TURK,BLVD, , , , ,504169,,"(37.7785059761, -122.448010942)"
4133,FRANKLIN,ST,24472000,FULTON,ST, , , , ,8067074,,"(37.7789618087, -122.421722523)"
4134,33RD,AVE,27848000,ANZA,ST, , , , ,267742,,"(37.7777789423, -122.493181011)"
4135,MCALLISTER,ST,25967000,WEBSTER,ST, , , , ,1856004,,"(37.7788558722, -122.430060483)"
4136,32ND,AVE,27838000,ANZA,ST, , , , ,221791,,"(37.7778276309, -122.492108115)"
4137,MISSION,ST,24315000,07TH,ST, , , , ,8808732,,"(37.7792166306, -122.410949789)"
4138,TURK,BLVD,26392000,MASONIC,AVE, , , , ,1811008,,"(37.7786272501, -122.447053026)"
4139,ANZA,ST,27835000,30TH,AVE, , , , ,210528,,"(37.7779279701, -122.489964262)"
4140,TEHAMA,ST,24280000,06TH,ST, , , , ,2338014,,"(37.7793196204, -122.406641414)"
4141,NATOMA,ST,24288000,RUSS,ST, , , , ,2012230,,"(37.7792986474, -122.408822208)"
4142,29TH,AVE,27834000,ANZA,ST, , , , ,223627,,"(37.7779767483, -122.488888748)"
4143,SEYMOUR,ST,26071000,GOLDEN GATE,AVE, , , , ,335212,,"(37.778837323, -122.437720382)"
4144,ANZA,ST,27552000,28TH,AVE, , , , ,149997,,"(37.7780252916, -122.487818185)"
4145,CLARA,ST,23910000,05TH,ST, , , , ,2036659,,"(37.7794636615, -122.402390705)"
4146,ANZA,ST,27551000,27TH,AVE, , , , ,143161,,"(37.7780736846, -122.486750747)"
4147,TURK,BLVD,26393000,NIDO,AVE, , , , ,737173,,"(37.7787544737, -122.446048045)"
4148,26TH,AVE,27548000,ANZA,ST, , , , ,307660,,"(37.7781221876, -122.485680628)"
4149,04TH,ST,23834000,I-80 E OFF,RAMP,BRYANT,ST, , ,5836829,,"(37.7795718573, -122.398073153)"
4150,GOLDEN GATE,AVE,26065000,SCOTT,ST, , , , ,1008093,,"(37.7789426968, -122.436897847)"
4151,25TH,AVE,27547000,ANZA,ST, , , , ,1030602,,"(37.7781707743, -122.484608464)"
4152,TURK,BLVD,26390000,CENTRAL,AVE, , , , ,326789,,"(37.7788415756, -122.445359959)"
4153,ANZA,ST,27536000,24TH,AVE, , , , ,411953,,"(37.7782192461, -122.483538623)"
4154,ASH,ST,24473000,GOUGH,ST, , , , ,2167680,,"(37.7792183788, -122.42346148)"
4155,SCOTT,ALY,54067000,05TH,ST, , , , ,1343378,,"(37.7795767888, -122.402532378)"
4156,23RD,AVE,27535000,ANZA,ST, , , , ,482593,,"(37.7782678251, -122.482466185)"
4157,RUSS,ST,30011000,TULIP,ALY, , , , ,1561722,,"(37.7794822017, -122.409059064)"
4158,22ND,AVE,27532000,ANZA,ST, , , , ,367892,,"(37.7783163889, -122.481393865)"
4159,ZOE,ST,23835000,FREELON,ST, , , , ,2244547,,"(37.7797255511, -122.395848545)"
4160,ANZA,ST,27531000,21ST,AVE, , , , ,363637,,"(37.7783648469, -122.480323697)"
4161,MORAGA,ST,27936000,47TH,AVE, , , , ,468782,,"(37.7547886365, -122.506618678)"
4162,21ST,ST,25774000,DIAMOND,ST, , , , ,93279,,"(37.7559707435, -122.436756823)"
4163,ILLINOIS,ST,33627000,HUMBOLDT,ST, , , , ,349705,,"(37.7567826331, -122.387207757)"
4164,46TH,AVE,27931000,MORAGA,ST, , , , ,301347,,"(37.7548361168, -122.505547671)"
4165,NORIEGA,ST,27135000,FUNSTON,AVE, , , , ,49058,,"(37.7554370013, -122.470023002)"
4166,COLLINGWOOD,ST,25772000,21ST,ST, , , , ,48387,,"(37.7560458483, -122.435654881)"
4167,GLENHAVEN,LN,27036000,CRESTMONT,DR,CHRISTOPHER,DR, , ,14238,,"(37.7556936407, -122.457365797)"
4168,MORAGA,ST,27776000,44TH,AVE, , , , ,323647,,"(37.75493107, -122.503405177)"
4169,43RD,AVE,27775000,MORAGA,ST, , , , ,363124,,"(37.754958066, -122.502331371)"
4170,21ST,ST,25754000,CASTRO,ST, , , , ,84697,,"(37.7560978971, -122.434559326)"
4171,FARVIEW,CT,32949000,MARVIEW,WAY, , , , ,144338,,"(37.755888771, -122.44958917)"
4172,MORAGA,ST,27762000,41ST,AVE, , , , ,315646,,"(37.7550577261, -122.500186214)"
4173,MORAGA,ST,27761000,40TH,AVE, , , , ,259640,,"(37.7551074416, -122.499115774)"
4174,GLENDALE,ST,32943000,CORBETT,AVE, , , , ,42271,,"(37.7560437479, -122.443201235)"
4175,21ST,ST,25749000,NOE,ST, , , , ,123377,,"(37.7562314579, -122.432344274)"
4176,15TH,AVE,32879000,NORIEGA,ST,CRESTWELL,WALK, , ,6258,,"(37.7555909339, -122.471913212)"
4177,MORAGA,ST,27758000,39TH,AVE, , , , ,259012,,"(37.7551572145, -122.498043894)"
4178,21ST,ST,25751000,RAYBURN,ST, , , , ,216924,,"(37.7562652658, -122.431783481)"
4179,WOODHAVEN,CT,27032000,FOREST KNOLL,DR, , , , ,163571,,"(37.7558851405, -122.455268591)"
4180,38TH,AVE,27757000,MORAGA,ST, , , , ,262056,,"(37.7552069378, -122.496972875)"
4181,MARKET,ST,25865000,DOLORES,ST, , , , ,6516386,,"(37.7690473324, -122.426871506)"
4182,NELSON RISIN,LN,54092000,04TH,ST, , , , ,697670,,"(37.7696654864, -122.391083618)"
4183,GUERRERO,ST,33026000,CLINTON,PARK, , , , ,226265,,"(37.7691386085, -122.424583974)"
4184,BELVEDERE,ST,26408000,WALLER,ST, , , , ,392118,,"(37.7687338337, -122.449467325)"
4185,GUERRERO,ST,25844000,CLINTON,PARK, , , , ,412300,,"(37.7691531248, -122.424488233)"
4186,DIVISION,ST,33614000,09TH,ST, , , , ,1736270,,"(37.7694674906, -122.406226576)"
4187,BRYANT,ST,24216000,DIVISION,ST,11TH,ST,13TH,ST,1247532,,"(37.7694161354, -122.410944301)"
4188,DUBOCE,AVE,26010000,DIVISADERO,ST, , , , ,87572,,"(37.7690057452, -122.436601484)"
4189,FOLSOM,ST,24343000,ERIE,ST, , , , ,369761,,"(37.7693669627, -122.415624723)"
4190,BUENA VISTA,TER,26021000,BUENA VISTA,AVE,DUBOCE,AVE, , ,89422,,"(37.7690115433, -122.438351546)"
4191,I-80 TO HWY,RAMP,52166000,HWY 101 NORT,0, , , , ,362461,,"(37.7694615666, -122.41109242)"
4192,VALENCIA,ST,24402000,CLINTON,PARK, , , , ,1451799,,"(37.7692826296, -122.422321517)"
4193,DUBOCE,AVE,26005000,CASTRO,ST, , , , ,380888,,"(37.7690633964, -122.43580743)"
4194,CENTRAL,AVE,26320000,BUENA VISTA,AVE, , , , ,142934,,"(37.7689491764, -122.443369274)"
4195,CLAYTON,ST,26407000,WALLER,ST, , , , ,273309,,"(37.7688695706, -122.448402904)"
4196,DUBOCE,AVE,26009000,ALPINE,TER, , , , ,95521,,"(37.7690483, -122.437569625)"
4197,PIERPOINT,LN,54103000,BRIDGEVIEW,WAY, , , , ,698164,,"(37.7698715502, -122.387662287)"
4198,STEVENSON,ST,24400000,CLINTON,PARK, , , , ,2216072,,"(37.7693437418, -122.421483393)"
4199,BRANNAN,ST,33031000,DORE,ST, , , , ,1326933,,"(37.7695910207, -122.4076006)"
4200,UNNAMED 051,0,50381000,06TH,ST,UNNAMED PRIV,0, , ,1006177,,"(37.7698020456, -122.3947244)"
5901,37TH,AVE,27891000,GEARY,BLVD, , , , ,199614,,"(37.7795090257, -122.497604943)"
5902,ANZA,ST,26488000,PARKER,AVE, , , , ,309501,,"(37.7802439906, -122.453889851)"
5903,JACK LONDON,ALY,23815000,VARNEY,PL, , , , ,2162031,,"(37.7812381865, -122.393532176)"
5904,JONES,ST,30741000,MARKET,ST, , , , ,16488539,,"(37.7809567088, -122.411998584)"
5905,36TH,AVE,27890000,GEARY,BLVD, , , , ,648899,,"(37.7795555209, -122.496537097)"
5906,LEAVENWORTH,ST,24324000,MCALLISTER,ST, , , , ,9883729,,"(37.7809318008, -122.413689576)"
5907,35TH,AVE,27858000,GEARY,BLVD, , , , ,248173,,"(37.7795961823, -122.495453746)"
5908,GOLDEN GATE,AVE,24476000,FRANKLIN,ST, , , , ,6168859,,"(37.7808259923, -122.422100009)"
5909,41ST,AVE,27913000,GEARY,BLVD, , , , ,258645,,"(37.7795192742, -122.501900442)"
5910,CHARLES J BR,PL,30045000,MCALLISTER,ST, , , , ,9480685,,"(37.7809987275, -122.413161264)"
5911,TURK,ST,25972000,WEBSTER,ST, , , , ,2420191,,"(37.7807205174, -122.430437632)"
5912,EWING,TER,33557000,JEAN,WAY, , , , ,300601,,"(37.780419511, -122.449023789)"
5913,04TH,ST,23907000,CLARA,ST, , , , ,6093849,,"(37.7812224667, -122.40016285)"
5914,DIVISADERO,ST,26076000,EDDY,ST, , , , ,731392,,"(37.7805934299, -122.438939974)"
5915,ANZA,ST,26483000,SPRUCE,ST, , , , ,412020,,"(37.7803679869, -122.452908738)"
5916,BRYANT,ST,23831000,03RD,ST, , , , ,7231340,,"(37.7813262038, -122.395856711)"
5917,POINT LOBOS,AVE,51560000,MERRIE,WAY, , , , ,201790,,"(37.7794146017, -122.511437369)"
5918,GEARY,BLVD,27853000,32ND,AVE, , , , ,735323,,"(37.7797518901, -122.492245515)"
5919,31ST,AVE,27844000,GEARY,BLVD, , , , ,342812,,"(37.7798003206, -122.491180271)"
5920,STANFORD,ST,23806000,BRANNAN,ST, , , , ,2146814,,"(37.7814278336, -122.392626294)"
5921,30TH,AVE,27840000,GEARY,BLVD, , , , ,708665,,"(37.7798447737, -122.490109805)"
5922,MCALLISTER,ST,24325000,JONES,ST, , , , ,13849428,,"(37.7811411048, -122.412037289)"
5923,ANZA,ST,26482000,COOK,ST, , , , ,588608,,"(37.7804976825, -122.45188246)"
5924,GEARY,BLVD,27839000,29TH,AVE, , , , ,739245,,"(37.7798955152, -122.489026719)"
5925,VAN NESS,AVE,24468000,GOLDEN GATE,AVE, , , , ,8165436,,"(37.7810357866, -122.420452734)"
5926,MARKET,ST,30740000,MCALLISTER,ST, , , , ,2804642,,"(37.7811821637, -122.411713145)"
5927,28TH,AVE,27558000,GEARY,BLVD, , , , ,2906636,,"(37.7799520728, -122.487959131)"
5928,MARY,ST,24283000,NATOMA,ST, , , , ,1644188,,"(37.781310791, -122.406260989)"
5929,SCOTT,ST,26075000,EDDY,ST, , , , ,513192,,"(37.7808067136, -122.437273277)"
5930,I-80 WESTBOU,0,50070000,I-80 W OFF,RAMP, , , , ,1102859,,"(37.7814732715, -122.397220838)"
5931,GEARY,BLVD,27557000,27TH,AVE, , , , ,5359778,,"(37.7799984797, -122.486891273)"
5932,26TH,AVE,27554000,GEARY,BLVD, , , , ,1696529,,"(37.7800428929, -122.485820802)"
5933,BLAKE,ST,26468000,ANZA,ST, , , , ,696110,,"(37.7806272565, -122.450857068)"
5934,GOUGH,ST,25943000,ELM,ST, , , , ,1703258,,"(37.7810826287, -122.423838443)"
5935,25TH,AVE,27553000,GEARY,BLVD, , , , ,5149227,,"(37.7800975227, -122.484745487)"
5936,RIZAL,ST,24582000,TANDANG SORA,0, , , , ,2359079,,"(37.7815029457, -122.399815415)"
5937,GEARY,BLVD,27542000,24TH,AVE, , , , ,6005957,,"(37.7801479996, -122.483675175)"
4238,EARL,ST,20039000,JERROLD,AVE, , , , ,166627,,"(37.7292594491, -122.372596758)"
4239,UNNAMED 095,0,52209000,UNNAMED 100,0, , , , ,369136,,"(37.7294696453, -122.363251907)"
4240,MCCANN,ST,51676000,ENGLISH,ST, , , , ,157743,,"(37.7295062728, -122.367005554)"
4241,VAN DYKE,AVE,20505000,LANE,ST, , , , ,307957,,"(37.7291646964, -122.39242828)"
4242,SILVER,AVE,21664000,NAPLES,ST, , , , ,154968,,"(37.7286824201, -122.42530315)"
4243,SILLIMAN,ST,20920000,COLBY,ST, , , , ,231128,,"(37.7289200571, -122.413983934)"
4244,KEITH,ST,20160000,THOMAS,AVE, , , , ,316420,,"(37.7293588285, -122.389431926)"
4245,MISSION,ST,21765000,SILVER,AVE, , , , ,3333835,,"(37.7287344883, -122.431307055)"
4246,WILLIAMS,AVE,20511000,LUCY,ST, , , , ,195124,,"(37.7294041141, -122.393594724)"
4247,CAMBRIDGE,ST,20992000,SILVER,AVE, , , , ,472637,,"(37.7290513857, -122.419499687)"
4248,KENWOOD,WAY,22753000,PINEHURST,WAY, , , , ,171143,,"(37.7283670094, -122.464748716)"
4249,STANDISH,AVE,22127000,OLORAN,AVE, , , , ,151638,,"(37.7301619449, -122.439351402)"
4250,COTTER,ST,21811000,SAN JOSE,AVE, , , , ,199114,,"(37.7302572778, -122.437498966)"
4251,BANCROFT,AVE,20644000,QUINT,ST, , , , ,414914,,"(37.7309005502, -122.402153216)"
4252,THORNTON,AVE,20526000,REDDY,ST, , , , ,289505,,"(37.7310594417, -122.395070897)"
4253,NORTHGATE,DR,22679000,SAN FELIPE,AVE,EL VERANO,WAY,MONTEREY,BLVD,106034,,"(37.7300269686, -122.461749814)"
4254,ADMIRAL,AVE,21704000,ALEMANY,BLVD, , , , ,234304,,"(37.730582457, -122.430957739)"
4255,SUNSET,BLVD,23308000,LAKE MERCED,BLVD, , , , ,328094,,"(37.7296015991, -122.493483154)"
4256,MERCURY,ST,20628000,THORNTON,AVE, , , , ,286969,,"(37.7312223197, -122.401301523)"
4257,SWEENY,ST,20934000,DUNSMUIR,ST, , , , ,216269,,"(37.7310444215, -122.414377122)"
4258,TRUMBULL,ST,21669000,CONGDON,ST, , , , ,201536,,"(37.7308863538, -122.426156867)"
4259,BUCKINGHAM,WAY,33717000,20TH,AVE,WINSTON,DR, , ,224285,,"(37.7301237424, -122.475950553)"
4260,OCEAN,AVE,23070000,JUNIPERO SER,BLVD,EUCALYPTUS,DR, , ,3185838,,"(37.7310372913, -122.471810654)"
4261,MONTEREY,BLVD,33611000,DETROIT,ST, , , , ,81818,,"(37.7315232427, -122.44431318)"
4262,MONTEREY,BLVD,22645000,VALDEZ,AVE, , , , ,324365,,"(37.7313537404, -122.45577577)"
4263,BADGER,ST,33386000,CALVERT,DR, , , , ,15491,,"(37.7317467382, -122.434518541)"
4264,MONTEREY,BLVD,22156000,DETROIT,ST, , , , ,78874,,"(37.7316097561, -122.444315386)"
4265,HUNTINGTON,DR,33511000,COUNTRY CLUB,DR, , , , ,334547,,"(37.7307924598, -122.495083254)"
4266,JUNIPERO SER,BLVD,33538000,OCEAN,AVE, , , , ,1107877,,"(37.7312104403, -122.472173542)"
4267,SPRINGFIELD,DR,23298000,EUCALYPTUS,DR, , , , ,311905,,"(37.73097831, -122.487966154)"
4268,MERCURY,ST,20625000,LEDYARD,ST, , , , ,290384,,"(37.7324704561, -122.401281625)"
4269,SAN BRUNO,AVE,20770000,SILVER,AVE, , , , ,1395875,,"(37.7324435991, -122.405620756)"
4270,EUCALYPTUS,DR,23301000,EVERGLADE,DR, , , , ,312031,,"(37.7312188807, -122.488849455)"
4271,GAVEN,ST,20928000,BOYLSTON,ST, , , , ,103554,,"(37.7326110169, -122.411141663)"
4272,CUVIER,ST,21701000,MIRANDO,WAY, , , , ,105067,,"(37.7323789682, -122.428464934)"
4273,NEWCOMB,AVE,20197000,KEITH,ST, , , , ,102412,,"(37.7331084221, -122.386058746)"
4274,PROGRESS,ST,33143000,WHITNEY YOUN,CIR, , , , ,160438,,"(37.7332414602, -122.383420818)"
4275,BADEN,ST,22141000,JOOST,AVE, , , , ,78428,,"(37.732373003, -122.439760973)"
4276,DARIEN,WAY,22796000,SAN RAFAEL,WAY, , , , ,257107,,"(37.7319125961, -122.470521743)"
4277,JOOST,AVE,22163000,EDNA,ST, , , , ,49363,,"(37.7323415725, -122.446603974)"
4278,MARIST,CT,51642000,INNES,AVE, , , , ,101882,,"(37.7334753105, -122.378367256)"
4279,JOOST,AVE,22255000,RIDGEWOOD,AVE, , , , ,146625,,"(37.7323105092, -122.453432268)"
4280,LAKE MERCED,BLVD,33519000,SKYLINE,BLVD,ZOO,RD, , ,966875,,"(37.7315810055, -122.499072199)"
4281,HEARST,AVE,22161000,EDNA,ST, , , , ,351746,,"(37.7307041889, -122.44658669)"
4282,HEARST,AVE,22231000,FOERSTER,ST, , , , ,462878,,"(37.7306951279, -122.448873671)"
4283,APOLLO,ST,20542000,THORNTON,AVE, , , , ,115735,,"(37.7315671349, -122.398595979)"
4284,CONGDON,ST,21006000,ALEMANY,BLVD, , , , ,275889,,"(37.7311734723, -122.426174978)"
4285,03RD,ST,20229000,INNES,AVE, , , , ,1122710,,"(37.7395383916, -122.389044173)"
4286,RANKIN,ST,20695000,NEWCOMB,AVE, , , , ,338106,,"(37.739469062, -122.397266826)"
4287,CORTLAND,AVE,21069000,BANKS,ST, , , , ,199834,,"(37.7393164118, -122.412670196)"
4288,BEACON,ST,21885000,MIGUEL,ST, , , , ,108589,,"(37.7391574587, -122.431187838)"
4289,CORTLAND,AVE,21026000,HILTON,ST, , , , ,44572,,"(37.7396110183, -122.40765519)"
4290,ONIQUE,LN,21999000,BERKELEY,WAY, , , , ,14686,,"(37.739171533, -122.43907339)"
4291,BONVIEW,ST,21248000,CORTLAND,AVE, , , , ,304163,,"(37.7395383835, -122.419178525)"
4292,PRENTISS,ST,21068000,CORTLAND,AVE, , , , ,146293,,"(37.7397149511, -122.412004848)"
4293,39TH,AVE,23435000,VICENTE,ST, , , , ,285574,,"(37.7383844335, -122.496867994)"
4294,CORTLAND,AVE,21063000,NEVADA,ST, , , , ,142889,,"(37.7398360034, -122.411383307)"
4295,ELSIE,ST,21252000,CORTLAND,AVE, , , , ,253263,,"(37.7397639077, -122.419733301)"
4296,BENNINGTON,ST,21219000,NEWMAN,ST, , , , ,154396,,"(37.7378098911, -122.418003283)"
4297,SAN BRUNO,AVE,51928000,JARBOE,AVE, , , , ,86566,,"(37.7380004202, -122.407916562)"
4298,RANKIN,ST,20749000,PALOU,AVE, , , , ,180551,,"(37.7382196761, -122.398391673)"
4299,SAN BRUNO,AVE,51929000,HILTON,ST, , , , ,43997,,"(37.7381070002, -122.407789513)"
4300,BEMIS,ST,21883000,ADDISON,ST, , , , ,238867,,"(37.7378287678, -122.429509537)"
4701,HYDE,ST,25286000,VALLEJO,ST, , , , ,1269666,,"(37.7973387763, -122.418684886)"
4702,RUGER,ST,51540000,UNNAMED 163,0, , , , ,132308,,"(37.7968601435, -122.447972021)"
4703,TURK MURPHY,LN,25066000,BROADWAY,0, , , , ,3710765,,"(37.7974980988, -122.40970226)"
4704,COLUMBUS,AVE,24794000,JACK KEROUAC,ALY,SAROYAN,PL, , ,2838245,,"(37.7975637574, -122.406239653)"
4705,UNION,ST,26667000,FILLMORE,ST, , , , ,2996071,,"(37.7970939464, -122.435503047)"
4706,37TH,AVE,27705000,MORAGA,ST, , , , ,312028,,"(37.7552562597, -122.495910287)"
4707,MORAGA,ST,27704000,SUNSET,BLVD, , , , ,312081,,"(37.7552812927, -122.49537091)"
4708,MORAGA,ST,27703000,36TH,AVE, , , , ,216133,,"(37.7553062342, -122.494833445)"
4709,MARKET,ST,26105000,ROMAIN,ST, , , , ,522113,,"(37.7562234257, -122.441011974)"
4710,35TH,AVE,27700000,MORAGA,ST, , , , ,176815,,"(37.7553558593, -122.493763994)"
4711,DEVONSHIRE,WAY,27052000,CRESTMONT,DR, , , , ,140432,,"(37.7559386233, -122.459577728)"
4712,NORIEGA,ST,27134000,14TH,AVE, , , , ,30388,,"(37.7557767119, -122.471007887)"
4713,CORBETT,AVE,26108000,GRAYSTONE,TER, , , , ,345429,,"(37.7562387136, -122.443289349)"
4714,22ND,ST,23967000,POTRERO,AVE, , , , ,3972945,,"(37.7568386786, -122.406712212)"
4715,CHURCH,ST,25663000,21ST,ST, , , , ,87815,,"(37.7564990161, -122.427904823)"
4716,FULTON,ST,26469000,COLE,ST, , , , ,294426,,"(37.7751800626, -122.451370874)"
4717,RAUSCH,ST,24276000,FOLSOM,ST, , , , ,1734153,,"(37.7758783902, -122.408959958)"
4718,JESSIE,ST,24423000,10TH,ST, , , , ,2226787,,"(37.7757690891, -122.416538352)"
4719,FRANKLIN,ST,24449000,HICKORY,ST, , , , ,2243505,,"(37.7757001764, -122.421066475)"
4720,18TH,AVE,27463000,CABRILLO,ST, , , , ,216734,,"(37.7747837669, -122.47684278)"
4301,DIAMOND,ST,21993000,HILIRITAS,AVE, , , , ,147707,,"(37.7378007323, -122.436929474)"
4302,SANTA CLARA,AVE,22917000,TERRACE,DR, , , , ,263780,,"(37.7373972456, -122.465728679)"
4303,FOLSOM,ST,21075000,JARBOE,AVE, , , , ,275148,,"(37.7383186461, -122.41337597)"
4304,NEWHALL,ST,20219000,JERROLD,AVE,03RD,ST, , ,226632,,"(37.7387468736, -122.389323263)"
4305,22ND,AVE,23173000,WAWONA,ST, , , , ,236003,,"(37.7373179415, -122.47851337)"
4306,WAWONA,ST,23167000,20TH,AVE, , , , ,217812,,"(37.7374122786, -122.476381489)"
4307,JARBOE,AVE,21207000,MOULTRIE,ST, , , , ,744863,,"(37.7384572464, -122.415853837)"
4308,JUANITA,WAY,22809000,MARNE,AVE, , , , ,123034,,"(37.7391631596, -122.458862682)"
4309,MYRA,WAY,22371000,OMAR,WAY, , , , ,203493,,"(37.7393433338, -122.450436523)"
4310,VICENTE,ST,23345000,31ST,AVE, , , , ,190186,,"(37.7387625941, -122.488299933)"
4311,VICENTE,ST,23257000,29TH,AVE, , , , ,248794,,"(37.7388576098, -122.486153989)"
4312,27TH,AVE,23251000,VICENTE,ST, , , , ,300313,,"(37.7389520318, -122.484016036)"
4313,24TH,AVE,23228000,VICENTE,ST, , , , ,229307,,"(37.7390936923, -122.480799974)"
4314,FOLSOM,ST,21085000,EUGENIA,AVE, , , , ,91906,,"(37.740291966, -122.413319854)"
4315,CORTLAND,AVE,21254000,PROSPECT,AVE, , , , ,99317,,"(37.7402257889, -122.42086954)"
4316,VICENTE,ST,23158000,18TH,AVE, , , , ,254339,,"(37.7393763092, -122.474377805)"
4317,VICENTE,ST,23152000,16TH,AVE, , , , ,212804,,"(37.7394705683, -122.472234075)"
4318,EUGENIA,AVE,21215000,ANDOVER,ST, , , , ,127676,,"(37.740441645, -122.416418718)"
