Object ID,Street Name,Street Type,CNN ID,Street Name 2,Street Type 2,Street Name 3,Street Type 3,Street Name 4,Street Type 4,Annual Pedestrian Volume,Last Edited Date,Geom
2213,29TH,AVE,23258000,ULLOA,ST, , , , ,268382,,"(37.7407156306, -122.486292714)"
2214,PROSPECT,AVE,21316000,HEYMAN,AVE, , , , ,93682,,"(37.7418384956, -122.419824114)"
2215,28TH,AVE,23253000,ULLOA,ST, , , , ,292755,,"(37.7407630049, -122.485217856)"
2216,LA BICA,WAY,22425000,ROCKDALE,DR, , , , ,85201,,"(37.7413218029, -122.453056672)"
2217,ULLOA,ST,23252000,27TH,AVE, , , , ,243422,,"(37.7408102578, -122.484145522)"
2218,PUBLIC,PARK,22956000,DORCHESTER,WAY, , , , ,183915,,"(37.7411608629, -122.463233579)"
2219,FLOWER,ST,20791000,LOOMIS,ST, , , , ,374409,,"(37.7421232573, -122.404612754)"
2220,TOLAND,ST,20805000,MCKINNON,AVE, , , , ,404599,,"(37.7422021424, -122.400439946)"
2221,ULLOA,ST,23239000,25TH,AVE, , , , ,265178,,"(37.7409050367, -122.482002657)"
2222,ULLOA,ST,23233000,24TH,AVE, , , , ,241645,,"(37.7409526692, -122.480931091)"
2223,30TH,ST,33727000,LAIDLEY,ST, , , , ,72747,,"(37.7417881122, -122.43223778)"
2224,ULLOA,ST,23232000,23RD,AVE, , , , ,240525,,"(37.7410002258, -122.479860958)"
2225,LAIDLEY,ST,21955000,30TH,ST, , , , ,42984,,"(37.7417987256, -122.432030554)"
2226,22ND,AVE,23177000,ULLOA,ST, , , , ,240395,,"(37.7410479168, -122.478787598)"
1401,MADDUX,AVE,20623000,SCOTIA,AVE, , , , ,139387,,"(37.7323154656, -122.400034824)"
1402,ROTTECK,ST,21708000,STILL,ST, , , , ,135415,,"(37.7318220633, -122.430856865)"
1403,MONTEREY,BLVD,22230000,EDNA,ST, , , , ,356933,,"(37.7315520918, -122.447305036)"
1404,GAVEN,ST,20935000,BOWDOIN,ST, , , , ,71075,,"(37.7321165409, -122.413278034)"
1405,EL VERANO,WAY,22687000,MAYWOOD,DR, , , , ,125354,,"(37.7313306249, -122.461305325)"
1406,MONTEREY,BLVD,22232000,FOERSTER,ST, , , , ,1509570,,"(37.7315478981, -122.448879479)"
1407,20TH,AVE,23082000,EUCALYPTUS,DR, , , , ,209214,,"(37.73110849, -122.475939752)"
1408,SYLVAN,DR,23131000,EUCALYPTUS,DR, , , , ,347870,,"(37.7309510284, -122.485314724)"
1409,ROUSSEAU,ST,21709000,STILL,ST, , , , ,123077,,"(37.731873279, -122.429969983)"
1410,HAZELWOOD,AVE,22258000,MONTEREY,BLVD, , , , ,362280,,"(37.7314699365, -122.454929094)"
1411,MONTEREY,BLVD,22257000,MONTECITO,AVE, , , , ,492753,,"(37.7314933447, -122.453604127)"
1412,LATONA,ST,20514000,BAY VIEW,ST, , , , ,724555,,"(37.73249285, -122.392371125)"
1413,MONTEREY,BLVD,22245000,GENNESSEE,ST, , , , ,1219844,,"(37.7315417857, -122.451159882)"
1414,21ST,AVE,23084000,EUCALYPTUS,DR, , , , ,304794,,"(37.7311185089, -122.476852586)"
1415,EUCALYPTUS,DR,23086000,22ND,AVE, , , , ,304757,,"(37.7311228182, -122.477245371)"
1416,LA SALLE,AVE,20137000,GARLINGTON,CT, , , , ,151452,,"(37.7326568462, -122.384292657)"
1417,RIDGEWOOD,AVE,22256000,MONTEREY,BLVD, , , , ,281457,,"(37.7315355845, -122.453424559)"
1418,EUCALYPTUS,DR,33504000,MEADOWBROOK,DR, , , , ,338409,,"(37.7310179614, -122.48443655)"
1419,I-280 S OFF,RAMP,52303000,I-280 SOUTHB,0, , , , ,319414,,"(37.7321686807, -122.415472229)"
1420,MELBA,AVE,23090000,EUCALYPTUS,DR, , , , ,305545,,"(37.7311339415, -122.478259861)"
1421,EUCALYPTUS,DR,23305000,WESTMOORLAND,DR, , , , ,305055,,"(37.7309447808, -122.490531405)"
1422,23RD,AVE,23089000,EUCALYPTUS,DR, , , , ,307080,,"(37.7311436464, -122.479145549)"
1423,EUCALYPTUS,DR,23125000,FOREST VIEW,DR, , , , ,290008,,"(37.7310849086, -122.48355811)"
1424,EUCALYPTUS,DR,23118000,24TH,AVE, , , , ,309807,,"(37.7311533147, -122.480028618)"
1425,CUVIER,ST,52035000,CAYUGA,AVE, , , , ,88076,,"(37.7320180307, -122.428203303)"
1426,SOMERSET,ST,20908000,SILVER,AVE, , , , ,321666,,"(37.7312600383, -122.409491374)"
1427,UPLAND,DR,22769000,APTOS,AVE, , , , ,218542,,"(37.7303339596, -122.466270501)"
1428,MONTEREY,BLVD,22680000,SAINT ELMO,WAY, , , , ,218146,,"(37.7304399224, -122.460586553)"
1429,HEARST,AVE,22155000,DETROIT,ST, , , , ,292364,,"(37.7307131602, -122.444311623)"
1430,STONEYBROOK,AVE,21007000,CAMBRIDGE,ST,TRUMBULL,ST, , ,145130,,"(37.73108961, -122.421766391)"
1431,OCEAN,AVE,22795000,SAN FERNANDO,WAY, , , , ,2914961,,"(37.730313405, -122.470123643)"
1432,CAMBRIDGE,ST,20976000,WEST VIEW,AVE, , , , ,144333,,"(37.7311692482, -122.419295084)"
1433,STILL,ST,21791000,GORHAM,ST, , , , ,30105,,"(37.7309163338, -122.434859436)"
1434,THORNTON,AVE,20620000,LEDYARD,ST,VESTA,ST, , ,319243,,"(37.7314832012, -122.400306466)"
1435,LANE,ST,20499000,REVERE,AVE, , , , ,324818,,"(37.7316678812, -122.390177607)"
1436,SHAFTER,AVE,20500000,03RD,ST, , , , ,4029656,,"(37.7316484881, -122.391810362)"
1437,HEARST,AVE,22244000,GENNESSEE,ST, , , , ,495881,,"(37.7306860478, -122.451154025)"
1438,LYELL,ST,21784000,CAYUGA,AVE, , , , ,375159,,"(37.7310144393, -122.431406183)"
1439,ROUSSEAU,ST,21705000,ALEMANY,BLVD, , , , ,344433,,"(37.7310448282, -122.42958391)"
1440,SWEENY,ST,20932000,DARTMOUTH,ST, , , , ,217630,,"(37.7313194251, -122.413746174)"
1441,RIDGEWOOD,AVE,22254000,HEARST,AVE, , , , ,483717,,"(37.7306769744, -122.453421777)"
1442,SILVER,AVE,33312000,MERRILL,ST, , , , ,297546,,"(37.7314330383, -122.408927657)"
1443,COUNTRY CLUB,DR,23327000,BONNIE BRAE,LN, , , , ,322647,,"(37.7300008321, -122.496392096)"
1444,19TH,AVE,23075000,ROSSMOOR,DR, , , , ,882629,,"(37.7303658179, -122.474748512)"
1445,UPLAND,DR,22770000,SAN BENITO,WAY, , , , ,237946,,"(37.7304957887, -122.467113282)"
1446,INNES,AVE,20163000,GRIFFITH,ST, , , , ,91811,,"(37.7320015444, -122.375771419)"
1447,BADGER,ST,33522000,STILL,ST, , , , ,119951,,"(37.7310953192, -122.434144984)"
1448,CAMBRIDGE,ST,20994000,STONEYFORD,AVE, , , , ,144262,,"(37.731313515, -122.420958116)"
1449,PALOU,AVE,20157000,KEITH,ST, , , , ,114656,,"(37.7318624139, -122.387179718)"
1450,HALE,ST,20910000,BOYLSTON,ST, , , , ,242111,,"(37.7314837153, -122.410769746)"
1451,SILVER,AVE,20905000,GOETTINGEN,ST, , , , ,348336,,"(37.7315564591, -122.408522144)"
1452,SCOTIA,AVE,20614000,THORNTON,AVE,BRIDGEVIEW,DR, , ,115346,,"(37.7317080398, -122.399436453)"
1453,ALEMANY,BLVD,33315000,STONEYBROOK,AVE, , , , ,356462,,"(37.7313570387, -122.421743712)"
1454,TINGLEY,ST,52093000,SAN JOSE,AVE, , , , ,69753,,"(37.7311255427, -122.436160128)"
1455,MONTEREY,BLVD,33598000,FAXON,AVE, , , , ,91866,,"(37.7307564574, -122.458702152)"
1456,CAYUGA,AVE,21782000,ROTTECK,ST, , , , ,311060,,"(37.7312398843, -122.430591698)"
1457,MONTEREY,BLVD,33022000,FAXON,AVE, , , , ,95243,,"(37.7307798446, -122.459258008)"
1458,LAKESHORE,DR,23315000,COUNTRY CLUB,DR, , , , ,365125,,"(37.730197997, -122.49421755)"
1459,I-280 NORTHB,0,52305000,I-280 N OFF,RAMP, , , , ,263950,,"(37.7313606656, -122.424574787)"
1460,ROSIE LEE,LN,20090000,LILLIAN,ST, , , , ,315143,,"(37.7320839955, -122.380542118)"
1461,BADGER,ST,21795000,STILL,ST, , , , ,70291,,"(37.7312246899, -122.434200859)"
1462,YERBA BUENA,AVE,22653000,MONTEREY,BLVD, , , , ,379887,,"(37.7308431134, -122.458709517)"
1463,VENUS,ST,20532000,TOPEKA,AVE,NEWHALL,ST, , ,104117,,"(37.7319167143, -122.395739371)"
1464,GLADIOLUS,LN,33542000,ELMHURST,DR, , , , ,206686,,"(37.7306707, -122.47279488)"
1465,ELMHURST,DR,33501000,ROSSMOOR,DR, , , , ,283459,,"(37.7306633589, -122.473338135)"
1466,STILL,ST,21789000,LAMARTINE,ST, , , , ,111877,,"(37.7313394827, -122.433388931)"
1467,ARMORY,DR,23332000,ZOO,RD, , , , ,207836,,"(37.7302166376, -122.502634604)"
1468,PLYMOUTH,AVE,22648000,MONTEREY,BLVD, , , , ,315510,,"(37.7310024329, -122.457487454)"
1469,CAYUGA,AVE,21706000,ROUSSEAU,ST, , , , ,313329,,"(37.7314646699, -122.429779563)"
1470,I-280 SOUTHB,0,52304000,I-280 S ON,RAMP, , , , ,85375,,"(37.7315540713, -122.424567136)"
1471,BRUSSELS,ST,20899000,SILVER,AVE, , , , ,345946,,"(37.7318516688, -122.407552181)"
1472,I-280 N ON,RAMP,52273000,ALEMANY,BLVD,I-280 N OFF,RAMP, , ,922640,,"(37.7316906739, -122.419820711)"
1473,EVERGLADE,DR,23136000,GELLERT,DR, , , , ,305390,,"(37.730553367, -122.488964261)"
1474,DANTON,ST,21787000,STILL,ST, , , , ,92476,,"(37.7315646909, -122.432574311)"
1475,COMMER,CT,20138000,GARLINGTON,CT, , , , ,137508,,"(37.7323570965, -122.384508272)"
1476,HUDSON,AVE,20087000,BERTHA,LN, , , , ,214129,,"(37.732427118, -122.380197794)"
1477,COLON,AVE,22646000,MONTEREY,BLVD, , , , ,319214,,"(37.7311926711, -122.456620713)"
1478,GORHAM,ST,52092000,CALVERT,DR,SAN JOSE,AVE, , ,16225,,"(37.7315414845, -122.435513798)"
1479,INNES,AVE,33138000,HUNTERS POIN,BLVD, , , , ,357424,,"(37.7325010689, -122.37665124)"
1480,QUESADA,AVE,20497000,LANE,ST, , , , ,269890,,"(37.7322949054, -122.389613806)"
1481,MONTEREY,BLVD,21812000,I-280 N ON,RAMP,I-280 S OFF,RAMP,CIRCULAR,AVE,244581,,"(37.7315433344, -122.436692162)"
1482,MILTON,ST,52036000,CAYUGA,AVE, , , , ,202600,,"(37.7316898939, -122.428965823)"
1483,WELDON,ST,52013000,RICKARD,ST, , , , ,368311,,"(37.7337261296, -122.408843471)"
1484,MANGELS,AVE,22349000,FOERSTER,ST, , , , ,128616,,"(37.7330736569, -122.448886601)"
1485,03RD,ST,33269000,PALOU,AVE,MENDELL,ST, , ,3054445,,"(37.7340188152, -122.390981096)"
1486,MELROSE,AVE,22387000,MANGELS,AVE, , , , ,196755,,"(37.7329984342, -122.453868813)"
1487,MELBA,AVE,23165000,OCEAN,AVE, , , , ,307020,,"(37.7325934138, -122.478364152)"
1488,SKYLINE,BLVD,33518000,LAKE MERCED,BLVD, , , , ,296702,,"(37.7322728268, -122.498120138)"
1489,OCEAN,AVE,23087000,22ND,AVE, , , , ,306473,,"(37.7326158382, -122.477860598)"
1490,MANGELS,AVE,22378000,GENNESSEE,ST, , , , ,49504,,"(37.7330633413, -122.451174204)"
1491,RIDGEWOOD,AVE,22386000,MANGELS,AVE, , , , ,77413,,"(37.7330445561, -122.45343822)"
1492,OCEAN,AVE,23085000,21ST,AVE, , , , ,305976,,"(37.7326559241, -122.476960333)"
1493,25TH,AVE,23120000,EUCALYPTUS,DR, , , , ,312547,,"(37.7311629939, -122.480913275)"
1494,BAY VIEW,ST,20528000,POMONA,ST, , , , ,186665,,"(37.7326205205, -122.393255711)"
1495,EUCALYPTUS,DR,23124000,INVERNESS,DR, , , , ,289170,,"(37.7311520636, -122.482676829)"
1496,ALEMANY,BLVD,20996000,I-280 S OFF,RAMP,ELLSWORTH,ST,I-280 S ON,RAMP,82846,,"(37.7322134192, -122.418978966)"
1497,EUCALYPTUS,DR,23122000,26TH,AVE, , , , ,315116,,"(37.7311746903, -122.481800624)"
1498,GENEBERN,WAY,21674000,JUSTIN,DR, , , , ,240778,,"(37.7321348879, -122.425060206)"
1499,APOLLO,ST,20533000,TOPEKA,AVE, , , , ,116437,,"(37.7326191213, -122.396878585)"
1500,MONTEREY,BLVD,22763000,WESTGATE,DR, , , , ,164845,,"(37.7315319925, -122.463768697)"
4601,BROTHERHOOD,WAY,33475000,JUNIPERO SER,RAMP, , , , ,249432,,"(37.7127890581, -122.472563926)"
4602,FLORENTINE,AVE,21507000,MISSION,ST, , , , ,194607,,"(37.7133670275, -122.44396484)"
4603,ROLPH,ST,21428000,NAPLES,ST, , , , ,295260,,"(37.7135547177, -122.436655079)"
4604,BEEMAN,LN,20301000,WABASH,TER,RACINE,LN, , ,66856,,"(37.7143420611, -122.400224745)"
4605,UNNAMED 124,0,33712000,CHURCH PARKI,0, , , , ,172705,,"(37.7132281903, -122.474121522)"
4606,DELTA,ST,20364000,ARLETA,AVE, , , , ,133966,,"(37.7144838954, -122.408908741)"
4607,CAMPBELL,AVE,33345000,SOMERSET,ST, , , , ,93908,,"(37.7147362657, -122.402201694)"
4608,CHUMASERO,DR,22555000,GALINDO,AVE, , , , ,232661,,"(37.7136769219, -122.473152832)"
4609,MOSCOW,ST,21399000,AMAZON,AVE, , , , ,368289,,"(37.7144420911, -122.432790348)"
4610,ORIZABA,AVE,22495000,FARALLONES,ST, , , , ,260155,,"(37.7140344745, -122.46260194)"
4611,CHUMASERO,DR,33479000,FONT,BLVD, , , , ,325947,,"(37.7150163251, -122.473004174)"
4612,WILDE,AVE,20303000,BRUSSELS,ST, , , , ,109177,,"(37.716322249, -122.40111773)"
4613,FITZGERALD,AVE,33223000,EARL,ST, , , , ,337533,,"(37.7167406032, -122.383839963)"
4614,ELLIOT,ST,52217000,CAMPBELL,AVE, , , , ,166174,,"(37.7164187126, -122.410446703)"
4615,TIOGA,AVE,20334000,RUTLAND,ST, , , , ,102326,,"(37.7165969607, -122.405622482)"
4616,NAPLES,ST,21411000,ITALY,AVE, , , , ,358170,,"(37.7161941428, -122.43474547)"
4617,BAY SHORE,BLVD,52119000,HWY 101 N ON,RAMP, , , , ,132312,,"(37.7169028645, -122.39857462)"
4618,MARGARET,AVE,21603000,SUMMIT,ST, , , , ,82738,,"(37.7161138218, -122.453713041)"
4619,FONT,BLVD,33480000,CAMBON,DR, , , , ,351520,,"(37.7159008042, -122.474459644)"
4620,SARGENT,ST,22693000,VICTORIA,ST, , , , ,139608,,"(37.7161225581, -122.465334281)"
4621,BYXBEE,ST,22720000,SARGENT,ST, , , , ,131368,,"(37.7160984319, -122.469831243)"
4622,TIOGA,AVE,20590000,DELTA,ST, , , , ,97854,,"(37.7171758697, -122.407746262)"
4623,WILDE,AVE,20591000,RUTLAND,ST, , , , ,101120,,"(37.717286189, -122.405323366)"
4624,FRANCE,AVE,21407000,ATHENS,ST, , , , ,319219,,"(37.7169812411, -122.431965916)"
4625,ITALY,AVE,21727000,MADRID,ST, , , , ,175117,,"(37.7169580622, -122.436344349)"
1501,I-280 NORTHB,0,52128000,I-280 N ON,RAMP, , , , ,79161,,"(37.7320614682, -122.43204006)"
1502,LAMARTINE,ST,33387000,CALVERT,DR,HILLSIDE,LN, , ,30228,,"(37.7320332478, -122.433809547)"
1503,JUSTIN,DR,21236000,COLLEGE,AVE, , , , ,216439,,"(37.7322661944, -122.423499625)"
1504,FLORA,ST,20530000,BAY VIEW,ST, , , , ,170413,,"(37.7327481862, -122.3941403)"
1505,SWEENY,ST,21017000,MERRILL,ST, , , , ,213894,,"(37.7325077534, -122.409444968)"
1506,MONTEREY,BLVD,21796000,SAN JOSE AV,RAMP, , , , ,148196,,"(37.7320984239, -122.4354709)"
1507,EUCALYPTUS,DR,23302000,HAVENSIDE,DR, , , , ,338600,,"(37.7312098403, -122.489699211)"
1508,INNES,AVE,20162000,HAWES,ST, , , , ,182951,,"(37.733074821, -122.377661828)"
1509,HALE,ST,20772000,BARNEVELD,AVE, , , , ,256063,,"(37.7326268431, -122.407037277)"
1510,PALOU,AVE,20210000,LANE,ST, , , , ,269649,,"(37.7329238378, -122.389048274)"
1511,NEWCOMB,AVE,34011000,LAS VILLAS,CT, , , , ,77619,,"(37.7329887907, -122.385498977)"
1512,I-280 SOUTHB,0,52129000,I-280 S OFF,RAMP, , , , ,77114,,"(37.7322875057, -122.431728783)"
1513,SAN ALESO,AVE,22765000,DARIEN,WAY, , , , ,198378,,"(37.7317611278, -122.465057595)"
1514,WILLIE B KEN,DR,53002000,GARNETT,TER, , , , ,107094,,"(37.7331159843, -122.382381709)"
1515,LA SALLE,AVE,20196000,NEWCOMB,AVE, , , , ,180641,,"(37.7330757651, -122.385014744)"
1516,NEWHALL,ST,20534000,BAY VIEW,ST,BAYVIEW,CIR, , ,170685,,"(37.7329230844, -122.394691282)"
1517,CALVERT,DR,33388000,DANTON,ST, , , , ,30290,,"(37.7323310797, -122.433047662)"
1518,SAINT ELMO,WAY,22681000,EL VERANO,WAY, , , , ,137356,,"(37.7318907485, -122.459714428)"
1519,JOOST,AVE,33695000,MONTEREY,BLVD, , , , ,232836,,"(37.7323002276, -122.435005994)"
1520,QUINT,ST,20736000,SCOTIA,AVE, , , , ,152313,,"(37.7328663228, -122.400578719)"
1521,WOODACRE,DR,23076000,OCEAN,AVE, , , , ,995752,,"(37.7316742102, -122.473216242)"
1522,SAN BENITO,WAY,22772000,DARIEN,WAY, , , , ,195451,,"(37.7317932433, -122.466957287)"
1523,LAKE MERCED,BLVD,23329000,LAKESHORE,DR,BERKSHIRE,WAY, , ,244882,,"(37.7312827676, -122.498014859)"
1524,WHITECLIFF,WAY,33241000,BAYVIEW,CIR, , , , ,137969,,"(37.7329899189, -122.395260706)"
1525,EL VERANO,WAY,22683000,FERNWOOD,DR, , , , ,181409,,"(37.7319234455, -122.460572564)"
1526,DARIEN,WAY,22773000,SANTA ANA,AVE, , , , ,213580,,"(37.7318235255, -122.467861337)"
1527,JOOST,AVE,21809000,BROMPTON,AVE, , , , ,197176,,"(37.732390683, -122.435425764)"
1528,JOOST,AVE,21965000,LIPPARD,AVE, , , , ,134826,,"(37.7323873271, -122.43625157)"
1529,SAN LEANDRO,WAY,22791000,DARIEN,WAY, , , , ,213327,,"(37.7318535819, -122.468758896)"
1530,ARELIOUS WAL,DR,51696000,FITCH,ST,EVANS,AVE, , ,192574,,"(37.7334409745, -122.371647163)"
1531,ACADIA,ST,21966000,JOOST,AVE, , , , ,135051,,"(37.7323823451, -122.437475248)"
1532,MILTON,ST,33382000,MIRANDO,WAY, , , , ,168969,,"(37.7325384559, -122.429309447)"
1533,DARIEN,WAY,22792000,SAN FERNANDO,WAY, , , , ,234400,,"(37.7318830139, -122.469637983)"
1534,SILVER,AVE,20656000,BAY SHORE,BLVD, , , , ,390586,,"(37.7329537247, -122.404670305)"
1535,JOOST,AVE,22142000,CONGO,ST, , , , ,106235,,"(37.7323617792, -122.442040268)"
1536,HALE,ST,20771000,SAN BRUNO,AVE, , , , ,255405,,"(37.7329681916, -122.40592263)"
1537,HARBOR,RD,20061000,INGALLS,ST, , , , ,108508,,"(37.7333856776, -122.37994493)"
1538,JOOST,AVE,22157000,DETROIT,ST, , , , ,78973,,"(37.7323518405, -122.444327563)"
1539,QUESADA,AVE,20496000,03RD,ST, , , , ,2101065,,"(37.7332282052, -122.391257699)"
1540,WHITECLIFF,WAY,33246000,CLEARVIEW,CT, , , , ,249175,,"(37.7331631001, -122.395324086)"
1541,HUDSON,AVE,34015000,WILLIE B KEN,DR, , , , ,94934,,"(37.7333779756, -122.382043239)"
1542,SAN JOSE,AVE,33375000,MONTEREY,BLVD,SAN JOSE AV,RAMP,DIAMOND,ST,149193,,"(37.7325389353, -122.434456061)"
1543,MONTEREY,BLVD,22764000,SAN JACINTO,WAY, , , , ,102690,,"(37.7320579231, -122.464120931)"
1544,EDNA,ST,22164000,JOOST,AVE, , , , ,355758,,"(37.7323383788, -122.447309997)"
1545,DARIEN,WAY,22797000,JUNIPERO SER,BLVD, , , , ,256277,,"(37.7319424262, -122.47141316)"
1546,MIRANDO,WAY,21860000,ROUSSEAU,ST, , , , ,125102,,"(37.732635097, -122.430191053)"
1547,MANGELS,AVE,22649000,PLYMOUTH,AVE, , , , ,316364,,"(37.732183743, -122.457701705)"
1548,FOERSTER,ST,22233000,JOOST,AVE, , , , ,392270,,"(37.7323312542, -122.448881874)"
1549,DARIEN,WAY,22767000,APTOS,AVE, , , , ,196965,,"(37.7320574533, -122.466106176)"
1550,HAZELWOOD,AVE,22259000,JOOST,AVE, , , , ,363738,,"(37.7322422601, -122.455062196)"
1551,BERKSHIRE,WAY,23328000,BROOKHAVEN,LN,COUNTRY CLUB,DR, , ,329347,,"(37.7315465037, -122.497138713)"
1552,JOOST,AVE,22260000,GENNESSEE,ST, , , , ,136293,,"(37.7323208594, -122.451166659)"
1553,MIRANDO,WAY,21924000,ROTTECK,ST, , , , ,137213,,"(37.7326984882, -122.431063885)"
1554,BRENTWOOD,AVE,22689000,MAYWOOD,DR, , , , ,124000,,"(37.7321942274, -122.461691171)"
1555,GAVEN,ST,21018000,MERRILL,ST, , , , ,214281,,"(37.7330508731, -122.409706404)"
1556,HUNTINGTON,DR,33510000,BROOKHAVEN,LN, , , , ,346753,,"(37.7316252914, -122.496257995)"
1557,SILVER,AVE,20765000,CHARTER OAK,AVE, , , , ,343252,,"(37.7331486719, -122.404358021)"
1558,NEWCOMB,AVE,33204000,WHITNEY YOUN,CIR, , , , ,114872,,"(37.7334788989, -122.384560637)"
1559,BRIDGEVIEW,DR,20615000,TOPEKA,AVE, , , , ,116768,,"(37.733283058, -122.397702679)"
1560,SILVER,AVE,21662000,MADISON,ST, , , , ,80246,,"(37.7287648775, -122.423753192)"
1561,PHELAN,AVE,22236000,JUDSON,AVE, , , , ,717478,,"(37.7283084311, -122.452341083)"
1562,WILLIAMS,AVE,20504000,VAN DYKE,AVE,03RD,ST, , ,1083436,,"(37.7292833961, -122.392637742)"
1563,FOERSTER,ST,22225000,JUDSON,AVE, , , , ,286641,,"(37.7283738822, -122.448857856)"
1564,SILVER,AVE,20970000,PRINCETON,ST, , , , ,145509,,"(37.7289244111, -122.41618762)"
1565,SILVER,AVE,21003000,GAMBIER,ST, , , , ,138770,,"(37.7288272631, -122.422679109)"
1566,OAKDALE,AVE,20064000,BALDWIN,CT, , , , ,235145,,"(37.72949379, -122.381412326)"
1567,JUDSON,AVE,22235000,GENNESSEE,ST, , , , ,598765,,"(37.7283624897, -122.451125775)"
1568,CARROLL,AVE,20618000,PHELPS,ST, , , , ,409964,,"(37.7292163794, -122.400847223)"
1569,SILVER,AVE,21002000,HARVARD,ST, , , , ,136828,,"(37.7288809061, -122.421609826)"
1570,CAYUGA,AVE,21798000,COTTER,ST, , , , ,239368,,"(37.728675849, -122.435762842)"
1571,DORMITORY,RD,20046000,KIRKWOOD,AVE,KISKA,RD, , ,89400,,"(37.729664637, -122.374941284)"
1572,OXFORD,ST,21000000,SILVER,AVE,SUNGLOW,LN, , ,27415,,"(37.7289331927, -122.42054116)"
1573,GALVEZ,AVE,51677000,DONAHUE,ST, , , , ,232146,,"(37.7297871498, -122.369270062)"
1574,ALEMANY,BLVD,21766000,THERESA,ST, , , , ,218019,,"(37.7287367217, -122.434491861)"
1575,KENWOOD,WAY,22752000,FAIRFIELD,WAY,MANOR,DR, , ,98340,,"(37.7282580443, -122.464083645)"
1576,JENNINGS,ST,20154000,REVERE,AVE, , , , ,290553,,"(37.7295476541, -122.38643168)"
1577,UNNAMED 095,0,52212000,UNNAMED 101,0, , , , ,369363,,"(37.7299109192, -122.364043235)"
1578,YALE,ST,20991000,SILVER,AVE, , , , ,314271,,"(37.7290437031, -122.418394518)"
1579,JUDSON,AVE,22237000,PHELAN,AVE, , , , ,546062,,"(37.7285074222, -122.452454785)"
1580,SILLIMAN,ST,20918000,DARTMOUTH,ST, , , , ,233266,,"(37.7291775604, -122.412998702)"
1581,FELTON,ST,20895000,GOETTINGEN,ST, , , , ,385275,,"(37.7292661984, -122.407573625)"
1582,NEWHALL,ST,28196000,ARMSTRONG,AVE, , , , ,364296,,"(37.7294308841, -122.397861846)"
1583,HAZELWOOD,AVE,22240000,JUDSON,AVE, , , , ,494817,,"(37.7285165021, -122.454003867)"
1584,BAY SHORE,BLVD,20622000,DONNER,AVE, , , , ,407215,,"(37.7293621055, -122.402765452)"
1585,INNES,AVE,20041000,EARL,ST, , , , ,85723,,"(37.7298788192, -122.3720189)"
1586,CERES,ST,20510000,WILLIAMS,AVE, , , , ,259990,,"(37.7295316394, -122.394492411)"
1587,OCEAN,AVE,22757000,APTOS,AVE, , , , ,834097,,"(37.7283340031, -122.467752558)"
1588,UNIVERSITY,ST,20969000,SILVER,AVE, , , , ,174544,,"(37.7292276721, -122.415205797)"
1589,PALOU,AVE,20136000,INGALLS,ST, , , , ,124385,,"(37.7297424958, -122.383444388)"
1590,SILLIMAN,ST,20894000,BRUSSELS,ST, , , , ,349631,,"(37.7307226664, -122.407086176)"
1591,THORNTON,AVE,20522000,CERES,ST, , , , ,264377,,"(37.7309318732, -122.394173299)"
1592,CAMELLIA,AVE,21780000,ADMIRAL,AVE, , , , ,161407,,"(37.7303397344, -122.430846254)"
1593,ELMIRA,ST,20646000,THORNTON,AVE, , , , ,344432,,"(37.730805436, -122.402879321)"
1594,UNIVERSITY,ST,20972000,SWEENY,ST, , , , ,177144,,"(37.7306038093, -122.415794418)"
1595,COLON,AVE,22252000,MONTECITO,AVE, , , , ,348965,,"(37.7299569847, -122.455779019)"
1596,CAYUGA,AVE,21790000,BADGER,ST, , , , ,214535,,"(37.730333124, -122.433867486)"
1597,LA SALLE,AVE,20128000,WHITFIELD,CT, , , , ,137582,,"(37.7311796043, -122.381621348)"
1598,SHAFTER,AVE,20501000,LANE,ST, , , , ,323956,,"(37.7310420898, -122.390740289)"
1599,FLORA,ST,20529000,THORNTON,AVE, , , , ,165084,,"(37.7309842878, -122.394543895)"
1600,DARIEN,WAY,22684000,MANOR,DR, , , , ,169234,,"(37.729903229, -122.463431055)"
1601,JUNIPERO SER,BLVD,33406000,MONCADA,WAY, , , , ,324103,,"(37.7297889136, -122.471561872)"
1602,MATTHEW,CT,20083000,ESPANOLA,ST, , , , ,260646,,"(37.7312878472, -122.379947584)"
1603,JUNIPERO SER,BLVD,33407000,MONCADA,WAY, , , , ,279616,,"(37.7297975782, -122.471811542)"
1604,BADEN,ST,22131000,CIRCULAR,AVE, , , , ,104316,,"(37.7303306599, -122.439699279)"
1605,THORNTON,AVE,20531000,TOPEKA,AVE, , , , ,102896,,"(37.7310785441, -122.395204851)"
1606,HALE,ST,20925000,BOWDOIN,ST, , , , ,148292,,"(37.7308022486, -122.412856561)"
1607,MONTECITO,AVE,22251000,VALDEZ,AVE, , , , ,321774,,"(37.7301151344, -122.454975017)"
1608,MIDDLEFIELD,DR,23126000,LAKE MERCED,BLVD, , , , ,1648281,,"(37.7295899465, -122.486565293)"
1609,WESTGATE,DR,22760000,UPLAND,DR, , , , ,202211,,"(37.7299775338, -122.464645786)"
1610,QUESADA,AVE,20161000,KEITH,ST, , , , ,223069,,"(37.7312367315, -122.387742596)"
1611,THERESA,ST,21810000,SAN JOSE,AVE, , , , ,136288,,"(37.7304539846, -122.436549979)"
