GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars)
1500000US060750128001,060750128001,"Block Group 1, Census Tract 128, San Francisco County, California",136212,48029
1500000US060750128002,060750128002,"Block Group 2, Census Tract 128, San Francisco County, California","250,000+",***
1500000US060750128003,060750128003,"Block Group 3, Census Tract 128, San Francisco County, California",126438,27005
1500000US060750128004,060750128004,"Block Group 4, Census Tract 128, San Francisco County, California",68548,25162
1500000US060750129011,060750129011,"Block Group 1, Census Tract 129.01, San Francisco County, California",111438,12967
1500000US060750129012,060750129012,"Block Group 2, Census Tract 129.01, San Francisco County, California",149500,48261
1500000US060750129021,060750129021,"Block Group 1, Census Tract 129.02, San Francisco County, California",100735,50669
1500000US060750129022,060750129022,"Block Group 2, Census Tract 129.02, San Francisco County, California",100781,57265
1500000US060750129023,060750129023,"Block Group 3, Census Tract 129.02, San Francisco County, California",105139,15142
1500000US060750130001,060750130001,"Block Group 1, Census Tract 130, San Francisco County, California",133382,63297
1500000US060750130002,060750130002,"Block Group 2, Census Tract 130, San Francisco County, California",175625,75645
1500000US060750130003,060750130003,"Block Group 3, Census Tract 130, San Francisco County, California",153079,42521
1500000US060750130004,060750130004,"Block Group 4, Census Tract 130, San Francisco County, California",147344,35961
1500000US060750131011,060750131011,"Block Group 1, Census Tract 131.01, San Francisco County, California",104167,40891
1500000US060750131012,060750131012,"Block Group 2, Census Tract 131.01, San Francisco County, California",145179,36793
1500000US060750131021,060750131021,"Block Group 1, Census Tract 131.02, San Francisco County, California",91080,18572
1500000US060750131022,060750131022,"Block Group 2, Census Tract 131.02, San Francisco County, California",129583,35953
1500000US060750132001,060750132001,"Block Group 1, Census Tract 132, San Francisco County, California",126108,6765
1500000US060750132002,060750132002,"Block Group 2, Census Tract 132, San Francisco County, California",149688,78986
1500000US060750132003,060750132003,"Block Group 3, Census Tract 132, San Francisco County, California",200441,89631
1500000US060750133001,060750133001,"Block Group 1, Census Tract 133, San Francisco County, California","250,000+",***
1500000US060750133002,060750133002,"Block Group 2, Census Tract 133, San Francisco County, California",135625,17627
1500000US060750133003,060750133003,"Block Group 3, Census Tract 133, San Francisco County, California",71250,33591
1500000US060750133004,060750133004,"Block Group 4, Census Tract 133, San Francisco County, California",200875,130671
1500000US060750133005,060750133005,"Block Group 5, Census Tract 133, San Francisco County, California",154306,98238
1500000US060750134001,060750134001,"Block Group 1, Census Tract 134, San Francisco County, California",136313,50547
1500000US060750134002,060750134002,"Block Group 2, Census Tract 134, San Francisco County, California",104810,21705
1500000US060750134003,060750134003,"Block Group 3, Census Tract 134, San Francisco County, California",136563,20454
1500000US060750135001,060750135001,"Block Group 1, Census Tract 135, San Francisco County, California",121585,19822
1500000US060750135002,060750135002,"Block Group 2, Census Tract 135, San Francisco County, California",97716,34172
1500000US060750151001,060750151001,"Block Group 1, Census Tract 151, San Francisco County, California",79722,9223
1500000US060750151002,060750151002,"Block Group 2, Census Tract 151, San Francisco County, California",105227,24663
1500000US060750152001,060750152001,"Block Group 1, Census Tract 152, San Francisco County, California",67052,38201
1500000US060750152002,060750152002,"Block Group 2, Census Tract 152, San Francisco County, California",82353,32923
1500000US060750152003,060750152003,"Block Group 3, Census Tract 152, San Francisco County, California",141928,19520
1500000US060750153001,060750153001,"Block Group 1, Census Tract 153, San Francisco County, California",97500,37584
1500000US060750153002,060750153002,"Block Group 2, Census Tract 153, San Francisco County, California",100583,27901
1500000US060750154001,060750154001,"Block Group 1, Census Tract 154, San Francisco County, California",154492,79374
1500000US060750154002,060750154002,"Block Group 2, Census Tract 154, San Francisco County, California",74750,57133
1500000US060750154003,060750154003,"Block Group 3, Census Tract 154, San Francisco County, California",101968,33475
1500000US060750154004,060750154004,"Block Group 4, Census Tract 154, San Francisco County, California",120298,7592
1500000US060750154005,060750154005,"Block Group 5, Census Tract 154, San Francisco County, California",101583,52971
1500000US060750155001,060750155001,"Block Group 1, Census Tract 155, San Francisco County, California",62538,24264
1500000US060750155002,060750155002,"Block Group 2, Census Tract 155, San Francisco County, California",78726,19804
1500000US060750156001,060750156001,"Block Group 1, Census Tract 156, San Francisco County, California",101406,24281
1500000US060750156002,060750156002,"Block Group 2, Census Tract 156, San Francisco County, California",86439,12396
1500000US060750156003,060750156003,"Block Group 3, Census Tract 156, San Francisco County, California",71290,14738
1500000US060750157001,060750157001,"Block Group 1, Census Tract 157, San Francisco County, California",81705,36027
1500000US060750157002,060750157002,"Block Group 2, Census Tract 157, San Francisco County, California",97083,23205
1500000US060750157003,060750157003,"Block Group 3, Census Tract 157, San Francisco County, California",103235,31848
1500000US060750157004,060750157004,"Block Group 4, Census Tract 157, San Francisco County, California",76250,10377
1500000US060750158011,060750158011,"Block Group 1, Census Tract 158.01, San Francisco County, California",50536,31970
1500000US060750158012,060750158012,"Block Group 2, Census Tract 158.01, San Francisco County, California",82083,20209
1500000US060750158021,060750158021,"Block Group 1, Census Tract 158.02, San Francisco County, California",96711,24537
1500000US060750158022,060750158022,"Block Group 2, Census Tract 158.02, San Francisco County, California",70702,16194
1500000US060750159001,060750159001,"Block Group 1, Census Tract 159, San Francisco County, California",44506,14731
1500000US060750159002,060750159002,"Block Group 2, Census Tract 159, San Francisco County, California",39722,26571
1500000US060750160001,060750160001,"Block Group 1, Census Tract 160, San Francisco County, California",56458,13197
1500000US060750161001,060750161001,"Block Group 1, Census Tract 161, San Francisco County, California",52361,16827
1500000US060750161002,060750161002,"Block Group 2, Census Tract 161, San Francisco County, California",24490,11302
1500000US060750161003,060750161003,"Block Group 3, Census Tract 161, San Francisco County, California",14960,4172
1500000US060750162001,060750162001,"Block Group 1, Census Tract 162, San Francisco County, California",72011,13473
1500000US060750162002,060750162002,"Block Group 2, Census Tract 162, San Francisco County, California",60875,20105
1500000US060750162003,060750162003,"Block Group 3, Census Tract 162, San Francisco County, California",80813,36457
1500000US060750163001,060750163001,"Block Group 1, Census Tract 163, San Francisco County, California",21458,9780
1500000US060750163002,060750163002,"Block Group 2, Census Tract 163, San Francisco County, California",89932,43250
1500000US060750163003,060750163003,"Block Group 3, Census Tract 163, San Francisco County, California",109886,50045
1500000US060750164001,060750164001,"Block Group 1, Census Tract 164, San Francisco County, California",100833,16331
1500000US060750164002,060750164002,"Block Group 2, Census Tract 164, San Francisco County, California",74479,17248
1500000US060750165002,060750165002,"Block Group 2, Census Tract 165, San Francisco County, California",76618,27520
1500000US060750165003,060750165003,"Block Group 3, Census Tract 165, San Francisco County, California",113304,32647
1500000US060750165004,060750165004,"Block Group 4, Census Tract 165, San Francisco County, California",74797,24325
1500000US060750166001,060750166001,"Block Group 1, Census Tract 166, San Francisco County, California",91492,22789
1500000US060750166002,060750166002,"Block Group 2, Census Tract 166, San Francisco County, California",94485,30161
1500000US060750166003,060750166003,"Block Group 3, Census Tract 166, San Francisco County, California",111169,32205
1500000US060750166004,060750166004,"Block Group 4, Census Tract 166, San Francisco County, California",127037,39494
1500000US060750167001,060750167001,"Block Group 1, Census Tract 167, San Francisco County, California",130924,36564
1500000US060750167002,060750167002,"Block Group 2, Census Tract 167, San Francisco County, California",136827,118855
1500000US060750167003,060750167003,"Block Group 3, Census Tract 167, San Francisco County, California",152426,29173
1500000US060750167004,060750167004,"Block Group 4, Census Tract 167, San Francisco County, California",118864,13778
1500000US060750168011,060750168011,"Block Group 1, Census Tract 168.01, San Francisco County, California",110385,24407
1500000US060750168012,060750168012,"Block Group 2, Census Tract 168.01, San Francisco County, California",61000,49932
1500000US060750168013,060750168013,"Block Group 3, Census Tract 168.01, San Francisco County, California",81806,79591
1500000US060750168021,060750168021,"Block Group 1, Census Tract 168.02, San Francisco County, California",90938,41522
1500000US060750168022,060750168022,"Block Group 2, Census Tract 168.02, San Francisco County, California",64722,27902
1500000US060750168023,060750168023,"Block Group 3, Census Tract 168.02, San Francisco County, California",52130,28974
1500000US060750169001,060750169001,"Block Group 1, Census Tract 169, San Francisco County, California",97800,21217
1500000US060750169002,060750169002,"Block Group 2, Census Tract 169, San Francisco County, California",126429,19468
1500000US060750170001,060750170001,"Block Group 1, Census Tract 170, San Francisco County, California",119231,52808
1500000US060750170002,060750170002,"Block Group 2, Census Tract 170, San Francisco County, California",131964,19692
1500000US060750170003,060750170003,"Block Group 3, Census Tract 170, San Francisco County, California",108542,52430
1500000US060750171011,060750171011,"Block Group 1, Census Tract 171.01, San Francisco County, California",119688,21237
1500000US060750171012,060750171012,"Block Group 2, Census Tract 171.01, San Francisco County, California",119241,6051
1500000US060750171013,060750171013,"Block Group 3, Census Tract 171.01, San Francisco County, California",156094,22101
1500000US060750171021,060750171021,"Block Group 1, Census Tract 171.02, San Francisco County, California",111082,8133
1500000US060750171022,060750171022,"Block Group 2, Census Tract 171.02, San Francisco County, California",141008,64354
1500000US060750171023,060750171023,"Block Group 3, Census Tract 171.02, San Francisco County, California",125100,29530
1500000US060750176011,060750176011,"Block Group 1, Census Tract 176.01, San Francisco County, California",-,**
1500000US060750176012,060750176012,"Block Group 2, Census Tract 176.01, San Francisco County, California",13598,8528
1500000US060750176014,060750176014,"Block Group 4, Census Tract 176.01, San Francisco County, California",18463,14341
1500000US060750176015,060750176015,"Block Group 5, Census Tract 176.01, San Francisco County, California",18917,11974
1500000US060750177001,060750177001,"Block Group 1, Census Tract 177, San Francisco County, California",93846,27398
1500000US060750177002,060750177002,"Block Group 2, Census Tract 177, San Francisco County, California",77879,10946
1500000US060750178011,060750178011,"Block Group 1, Census Tract 178.01, San Francisco County, California",11660,343
1500000US060750178012,060750178012,"Block Group 2, Census Tract 178.01, San Francisco County, California",29000,27670
1500000US060750178021,060750178021,"Block Group 1, Census Tract 178.02, San Francisco County, California",65242,17322
1500000US060750178022,060750178022,"Block Group 2, Census Tract 178.02, San Francisco County, California",72344,41254
1500000US060750179021,060750179021,"Block Group 1, Census Tract 179.02, San Francisco County, California",40769,10843
1500000US060750180001,060750180001,"Block Group 1, Census Tract 180, San Francisco County, California",149412,32898
1500000US060750180002,060750180002,"Block Group 2, Census Tract 180, San Francisco County, California",124583,59606
1500000US060750201001,060750201001,"Block Group 1, Census Tract 201, San Francisco County, California",91000,64299
1500000US060750201002,060750201002,"Block Group 2, Census Tract 201, San Francisco County, California",53750,22075
1500000US060750201004,060750201004,"Block Group 4, Census Tract 201, San Francisco County, California",14207,5541
1500000US060750202001,060750202001,"Block Group 1, Census Tract 202, San Francisco County, California",101023,45959
1500000US060750202002,060750202002,"Block Group 2, Census Tract 202, San Francisco County, California",58963,38288
1500000US060750202003,060750202003,"Block Group 3, Census Tract 202, San Francisco County, California",53611,16080
1500000US060750203001,060750203001,"Block Group 1, Census Tract 203, San Francisco County, California",100476,27355
1500000US060750203002,060750203002,"Block Group 2, Census Tract 203, San Francisco County, California",111023,35786
1500000US060750203003,060750203003,"Block Group 3, Census Tract 203, San Francisco County, California",103086,22949
1500000US060750204011,060750204011,"Block Group 1, Census Tract 204.01, San Francisco County, California",119167,44708
1500000US060750204012,060750204012,"Block Group 2, Census Tract 204.01, San Francisco County, California",140297,53430
1500000US060750204013,060750204013,"Block Group 3, Census Tract 204.01, San Francisco County, California",166023,60064
1500000US060750204021,060750204021,"Block Group 1, Census Tract 204.02, San Francisco County, California",78030,18093
1500000US060750204022,060750204022,"Block Group 2, Census Tract 204.02, San Francisco County, California",93686,16124
1500000US060750205001,060750205001,"Block Group 1, Census Tract 205, San Francisco County, California",117538,63991
1500000US060750205002,060750205002,"Block Group 2, Census Tract 205, San Francisco County, California",103125,21955
1500000US060750205003,060750205003,"Block Group 3, Census Tract 205, San Francisco County, California",125952,31662
1500000US060750206001,060750206001,"Block Group 1, Census Tract 206, San Francisco County, California",101029,41509
1500000US060750206002,060750206002,"Block Group 2, Census Tract 206, San Francisco County, California",149554,34707
1500000US060750206003,060750206003,"Block Group 3, Census Tract 206, San Francisco County, California",183438,46463
1500000US060750206004,060750206004,"Block Group 4, Census Tract 206, San Francisco County, California",126250,22805
1500000US060750207001,060750207001,"Block Group 1, Census Tract 207, San Francisco County, California",147368,55749
1500000US060750207002,060750207002,"Block Group 2, Census Tract 207, San Francisco County, California",117083,25805
1500000US060750207003,060750207003,"Block Group 3, Census Tract 207, San Francisco County, California",136875,108980
1500000US060750208002,060750208002,"Block Group 2, Census Tract 208, San Francisco County, California",86827,31166
1500000US060750208003,060750208003,"Block Group 3, Census Tract 208, San Francisco County, California",61513,53975
1500000US060750209001,060750209001,"Block Group 1, Census Tract 209, San Francisco County, California",37392,11494
1500000US060750209002,060750209002,"Block Group 2, Census Tract 209, San Francisco County, California",44000,18943
1500000US060750209003,060750209003,"Block Group 3, Census Tract 209, San Francisco County, California",102143,53080
1500000US060750209004,060750209004,"Block Group 4, Census Tract 209, San Francisco County, California",61250,57382
1500000US060750210001,060750210001,"Block Group 1, Census Tract 210, San Francisco County, California",96484,72565
1500000US060750210002,060750210002,"Block Group 2, Census Tract 210, San Francisco County, California",100333,94488
1500000US060750210003,060750210003,"Block Group 3, Census Tract 210, San Francisco County, California",100801,16644
1500000US060750210004,060750210004,"Block Group 4, Census Tract 210, San Francisco County, California",76286,61194
1500000US060750211001,060750211001,"Block Group 1, Census Tract 211, San Francisco County, California",163750,25623
1500000US060750211002,060750211002,"Block Group 2, Census Tract 211, San Francisco County, California",117778,61170
1500000US060750211003,060750211003,"Block Group 3, Census Tract 211, San Francisco County, California",93109,26635
1500000US060750211004,060750211004,"Block Group 4, Census Tract 211, San Francisco County, California",115694,28448
1500000US060750212001,060750212001,"Block Group 1, Census Tract 212, San Francisco County, California",122250,17362
1500000US060750212002,060750212002,"Block Group 2, Census Tract 212, San Francisco County, California",130795,23879
1500000US060750212003,060750212003,"Block Group 3, Census Tract 212, San Francisco County, California",157656,39005
1500000US060750213001,060750213001,"Block Group 1, Census Tract 213, San Francisco County, California",144013,93359
1500000US060750213002,060750213002,"Block Group 2, Census Tract 213, San Francisco County, California",173438,33107
1500000US060750214001,060750214001,"Block Group 1, Census Tract 214, San Francisco County, California",144167,35337
1500000US060750214002,060750214002,"Block Group 2, Census Tract 214, San Francisco County, California",131806,20231
1500000US060750214003,060750214003,"Block Group 3, Census Tract 214, San Francisco County, California",170909,105232
1500000US060750215001,060750215001,"Block Group 1, Census Tract 215, San Francisco County, California",113092,61031
1500000US060750215002,060750215002,"Block Group 2, Census Tract 215, San Francisco County, California",157839,93687
1500000US060750215003,060750215003,"Block Group 3, Census Tract 215, San Francisco County, California",105000,64477
1500000US060750215004,060750215004,"Block Group 4, Census Tract 215, San Francisco County, California",123542,44832
1500000US060750215005,060750215005,"Block Group 5, Census Tract 215, San Francisco County, California",105327,27397
1500000US060750216001,060750216001,"Block Group 1, Census Tract 216, San Francisco County, California",147115,36033
1500000US060750216002,060750216002,"Block Group 2, Census Tract 216, San Francisco County, California",94329,17939
1500000US060750217001,060750217001,"Block Group 1, Census Tract 217, San Francisco County, California",81563,27980
1500000US060750217002,060750217002,"Block Group 2, Census Tract 217, San Francisco County, California",135380,40276
1500000US060750217003,060750217003,"Block Group 3, Census Tract 217, San Francisco County, California",92917,59982
1500000US060750218001,060750218001,"Block Group 1, Census Tract 218, San Francisco County, California",117148,21404
1500000US060750218002,060750218002,"Block Group 2, Census Tract 218, San Francisco County, California",143050,34614
1500000US060750218003,060750218003,"Block Group 3, Census Tract 218, San Francisco County, California",93194,41613
1500000US060750218004,060750218004,"Block Group 4, Census Tract 218, San Francisco County, California",133688,17896
1500000US060750226001,060750226001,"Block Group 1, Census Tract 226, San Francisco County, California",181500,49930
1500000US060750226002,060750226002,"Block Group 2, Census Tract 226, San Francisco County, California",175250,30566
1500000US060750227021,060750227021,"Block Group 1, Census Tract 227.02, San Francisco County, California",169000,33329
1500000US060750227022,060750227022,"Block Group 2, Census Tract 227.02, San Francisco County, California",157083,21682
1500000US060750227041,060750227041,"Block Group 1, Census Tract 227.04, San Francisco County, California",128542,22371
1500000US060750227042,060750227042,"Block Group 2, Census Tract 227.04, San Francisco County, California",151453,16788
1500000US060750228011,060750228011,"Block Group 1, Census Tract 228.01, San Francisco County, California",117115,76529
1500000US060750228012,060750228012,"Block Group 2, Census Tract 228.01, San Francisco County, California",106379,37947
1500000US060750228013,060750228013,"Block Group 3, Census Tract 228.01, San Francisco County, California",109453,46825
1500000US060750228021,060750228021,"Block Group 1, Census Tract 228.02, San Francisco County, California",58304,35486
1500000US060750228022,060750228022,"Block Group 2, Census Tract 228.02, San Francisco County, California",59271,37575
1500000US060750228031,060750228031,"Block Group 1, Census Tract 228.03, San Francisco County, California",62200,27126
1500000US060750228032,060750228032,"Block Group 2, Census Tract 228.03, San Francisco County, California",114279,30546
1500000US060750228033,060750228033,"Block Group 3, Census Tract 228.03, San Francisco County, California",103750,20794
1500000US060750229011,060750229011,"Block Group 1, Census Tract 229.01, San Francisco County, California",83456,53319
1500000US060750229012,060750229012,"Block Group 2, Census Tract 229.01, San Francisco County, California",69628,53543
1500000US060750229013,060750229013,"Block Group 3, Census Tract 229.01, San Francisco County, California",59375,8545
1500000US060750229021,060750229021,"Block Group 1, Census Tract 229.02, San Francisco County, California",143611,59051
1500000US060750229022,060750229022,"Block Group 2, Census Tract 229.02, San Francisco County, California",85227,19152
1500000US060750229031,060750229031,"Block Group 1, Census Tract 229.03, San Francisco County, California",76393,30698
1500000US060750229032,060750229032,"Block Group 2, Census Tract 229.03, San Francisco County, California",65357,60927
1500000US060750229033,060750229033,"Block Group 3, Census Tract 229.03, San Francisco County, California",89722,38863
1500000US060750230011,060750230011,"Block Group 1, Census Tract 230.01, San Francisco County, California",43973,8668
1500000US060750230012,060750230012,"Block Group 2, Census Tract 230.01, San Francisco County, California",62109,19827
1500000US060750230013,060750230013,"Block Group 3, Census Tract 230.01, San Francisco County, California",68700,25166
1500000US060750230031,060750230031,"Block Group 1, Census Tract 230.03, San Francisco County, California",80399,20098
